"year","NOAACode","mean_sal_yr"
2014,292,14.1189642863067
2014,331,5.02626302410468
2014,337,7.94661253196422
2014,368,9.83558034508671
2014,437,11.2634742487592
2014,537,11.0874371412812
2014,637,9.9108050626004
2015,5,16.5511621164019
2015,25,7.03960521566649
2015,27,13.1343712426802
2015,39,12.0934407200764
2015,43,14.2459045186998
2015,47,15.4866713473613
2015,53,14.1536249593446
2015,57,16.4824820007487
2015,60,12.7268514319375
2015,62,11.1085878327333
2015,72,16.3248723176146
2015,78,13.6788962665567
2015,82,10.5856302879071
2015,86,13.7241094535072
2015,88,11.1264977139854
2015,96,12.4877866878841
2015,99,11.6506945169316
2015,127,11.7784524622905
2015,129,15.5502850152691
2015,131,10.4176636583211
2015,137,13.2984442195757
2015,168,13.8380856042801
2015,174,10.6684276363512
2015,192,16.7814463990098
2015,229,14.6750112641275
2015,231,8.55174552720721
2015,237,11.4611479210966
2015,268,13.3016732302987
2015,274,7.48129490783229
2015,292,15.6882645795297
2015,331,6.22611649313721
2015,337,9.3661659582345
2015,368,11.3929332500167
2015,437,13.5166049620291
2015,537,13.1202661683558
2015,637,11.4925887603189
2016,5,17.0105766408626
2016,25,8.51739469147381
2016,27,13.7961918884611
2016,39,13.439400944195
2016,43,13.8638527119056
2016,47,15.3384658193283
2016,53,14.7234901353983
2016,57,16.8028912495136
2016,60,13.7519661844817
2016,62,10.4350977284001
2016,72,16.5453257115604
2016,78,14.1006191135265
2016,82,11.3147371598802
2016,86,14.4407129676745
2016,88,12.2592971978769
2016,96,12.1744969302304
2016,99,12.7664327974957
2016,127,12.9024346631392
2016,129,15.725256496551
2016,131,11.5206439827178
2016,137,14.050313085977
2016,168,14.4340482340363
2016,174,11.3494106444328
2016,192,17.3970973596348
2016,229,15.190739943855
2016,231,8.97337074753538
2016,237,12.2863478601564
2016,268,13.741591409396
2016,274,9.54011766698893
2016,292,15.6330431095319
2016,331,6.56606066302831
2016,337,9.65804097512583
2016,368,12.3727184379479
2016,437,14.4167916936478
2016,537,14.0918554252698
2016,637,12.3902524024415
2017,5,16.5070699030552
2017,25,5.88216106228729
2017,27,11.8914665790022
2017,39,11.2291240590521
2017,43,13.7767814755015
2017,47,14.8908439153334
2017,53,13.4643638648177
2017,57,16.1419639236156
2017,60,12.2541678264743
2017,62,10.2869010339867
2017,72,16.6032001928239
2017,78,13.1090210799145
2017,82,9.32907965579367
2017,86,13.4519721646941
2017,88,10.2601230623886
2017,96,11.7337763607341
2017,99,11.0258730161179
2017,127,10.3494389886855
2017,129,14.8226963602142
2017,131,8.86393613399375
2017,137,12.7501918036257
2017,168,13.2945316443185
2017,174,10.285109077243
2017,192,16.7083593060048
